root_id,classification_system,cell_type,num_synapses
720575940625164302,cell_class,AN,1674
720575940640167552,cell_class,AN,1342
720575940606617557,cell_class,AN,1693
720575940623165965,cell_class,AN,5046
720575940622262493,cell_class,AN,5985
720575940606343945,cell_class,AN,3357
720575940620107585,cell_class,AN,15627
720575940606526421,cell_class,AN,1307
720575940621062655,cell_class,AN,717
720575940644275223,cell_class,AN,14562
720575940630690678,cell_class,AN,2707
720575940633075885,cell_class,AN,2175
720575940636981070,cell_class,AN,797
720575940609656689,cell_class,AN,1388
720575940635473886,cell_class,AN,3130
720575940622159117,cell_class,AN,554
720575940625348389,cell_class,AN,860
720575940632879149,cell_class,AN,4427
720575940614780219,cell_class,AN,539
720575940611765032,cell_class,AN,1488
720575940638681919,cell_class,AN,6051
720575940611817779,cell_class,AN,2384
720575940625070650,cell_class,AN,657
720575940616541585,cell_class,AN,1992
720575940624805765,cell_class,AN,1915
720575940614836027,cell_class,AN,8556
720575940612487574,cell_class,AN,1277
720575940619358885,cell_class,AN,11065
720575940624431288,cell_class,AN,7696
720575940620472956,cell_class,AN,1513
720575940615137804,cell_class,AN,4985
720575940629337600,cell_class,AN,1539
720575940646367267,cell_class,AN,1001
720575940613190978,cell_class,AN,1217
720575940624789652,cell_class,AN,1808
720575940634388622,cell_class,AN,490
720575940613553202,cell_class,AN,467
720575940631815844,cell_class,AN,683
720575940631000773,cell_class,AN,6482
720575940623207885,cell_class,AN,5376
720575940617440029,cell_class,AN,616
720575940638065469,cell_class,AN,1169
720575940627764780,cell_class,AN,797
720575940625821672,cell_class,AN,4808
720575940620950042,cell_class,AN,9555
720575940615134557,cell_class,AN,3183
720575940622450924,cell_class,AN,2010
720575940623863614,cell_class,AN,3178
720575940623748389,cell_class,AN,4270
720575940628508534,cell_class,AN,1531
720575940615879965,cell_class,AN,3227
720575940624807301,cell_class,AN,1992
720575940617227042,cell_class,AN,5192
720575940627239336,cell_class,AN,1043
720575940624967305,cell_class,AN,1576
720575940625021573,cell_class,AN,908
720575940613580594,cell_class,AN,451
720575940632678099,cell_class,AN,9661
720575940605976521,cell_class,AN,2867
720575940634224540,cell_class,AN,1296
720575940639468160,cell_class,AN,10216
720575940611835955,cell_class,AN,1430
720575940612547698,cell_class,AN,1997
720575940622861326,cell_class,AN,1721
720575940620303380,cell_class,AN,4703
720575940608601355,cell_class,AN,7958
720575940618831213,cell_class,AN,597
720575940625287998,cell_class,AN,3478
720575940619029680,cell_class,AN,5840
720575940612358642,cell_class,AN,30591
720575940612950642,cell_class,AN,13666
720575940619620596,cell_class,AN,2687
720575940622484211,cell_class,AN,509
720575940607625737,cell_class,AN,2392
720575940604276652,cell_class,AN,14469
720575940618220480,cell_class,AN,958
720575940625760912,cell_class,AN,7897
720575940630107855,cell_class,AN,7063
720575940619421823,cell_class,AN,3170
720575940627758833,cell_class,AN,4782
720575940627480442,cell_class,AN,1144
720575940636437172,cell_class,AN,754
720575940620797976,cell_class,AN,777
720575940622276744,cell_class,AN,11073
720575940604820354,cell_class,AN,1226
720575940617393435,cell_class,AN,757
720575940633548128,cell_class,AN,5660
720575940621651383,cell_class,AN,960
720575940632000104,cell_class,AN,1475
720575940619153136,cell_class,AN,2693
720575940617307097,cell_class,AN,8695
720575940647574916,cell_class,AN,1876
720575940633662871,cell_class,AN,10246
720575940645122948,cell_class,AN,2704
720575940627330566,cell_class,AN,6042
720575940633049963,cell_class,AN,3104
720575940615333076,cell_class,AN,686
720575940615961542,cell_class,AN,13060
720575940637679421,cell_class,AN,7770
720575940629008655,cell_class,AN,1396
720575940604023724,cell_class,AN,1504
720575940622913123,cell_class,AN,2149
720575940639301747,cell_class,AN,3011
720575940624276733,cell_class,AN,3207
720575940632879405,cell_class,AN,3239
720575940625857923,cell_class,AN,4400
720575940605694752,cell_class,AN,8402
720575940636985422,cell_class,AN,1642
720575940624967561,cell_class,AN,6541
720575940628797608,cell_class,AN,651
720575940615677090,cell_class,AN,1134
720575940613622501,cell_class,AN,3340
720575940623405948,cell_class,AN,772
720575940623619549,cell_class,AN,1077
720575940629704297,cell_class,AN,1471
